x,y
406.4870134285019,37703.0
407.98443361633343,33921.0
409.4824599737313,33425.0
410.98212351147106,32982.0
412.4813629419395,33134.0
413.982240598178,33013.0
415.4837256804654,33495.0
416.98581829400524,34331.0
418.4895515364819,34341.0
419.993893355837,34679.0
421.4988438569673,34987.0
423.00440314459155,35881.0
424.5105713232551,36480.0
426.01838358105744,36329.0
427.5268057754897,36504.0
429.03583801078025,36709.0
430.5465167311955,37619.0
432.05676977904426,36757.0
433.56867035775736,37154.0
435.0811822308412,36845.0
436.5953435191334,37399.0
438.1090787108557,36202.0
439.6244643636548,36470.0
441.14046256344534,36182.0
442.6570734132613,36192.0
444.17533713261446,35774.0
445.69317401091683,36419.0
447.21266480450197,35534.0
448.73381087720986,35322.0
450.25452999593045,36079.0
451.7769054398268,35700.0
453.2998959330499,36249.0
454.8235015775648,35309.0
456.3477224751552,35543.0
457.8736026317125,35537.0
459.4000990872155,35860.0
460.92721194309144,35488.0
462.45494130057506,35311.0
463.9832872607122,34945.0
465.5132959375255,34970.0
467.04392226265026,35475.0
468.5762131947171,35377.0
470.10807554064684,34784.0
471.64160353942515,34562.0
473.1757504334006,34473.0
474.71051632267853,33744.0
476.2459013071762,33746.0
477.78295488143635,33546.0
479.32062859654553,33768.0
480.8589225520354,32760.0
482.39783684724193,33648.0
483.938422670172,32902.0
485.47857836562883,32792.0
487.02145857086725,32433.0
488.56390884631725,32255.0
490.1069808032934,31540.0
491.6517277494587,32036.0
493.19709742239075,31609.0
494.74308992023106,31704.0
496.2907598242999,31483.0
497.83799869028877,31240.0
499.3869160076406,31281.0
500.93645739050453,31053.0
502.48767912003444,30823.0
504.038469350954,30621.0
505.59094097354864,30453.0
507.14403790088727,30738.0
508.6977602296601,30129.0
510.25316636869707,30194.0
511.80919895402053,30173.0
513.3658580819015,29817.0
514.9231438483976,30276.0
516.4810563493581,29632.0
518.0406561246295,29630.0
519.6008836787428,29385.0
521.161739107107,29756.0
522.7232225049197,29145.0
524.286396119262,29455.0
525.8501987472157,29108.0
527.4146304835319,29058.0
528.9796914227429,28835.0
530.5453816591661,28775.0
532.1127655766927,28927.0
533.6807798350484,28751.0
535.249424528097,28376.0
536.8197653236334,28346.0
538.3907375975195,28307.0
539.9612750120405,28081.0
541.5345769536877,28027.0
543.1074442220931,27853.0
544.6809433410983,27400.0
546.2561425492593,27336.0
547.831974650745,27339.0
549.4095087424319,27585.0
550.9866073363316,26930.0
552.5654089631507,27838.0
554.1448447100304,27198.0
555.7249146685031,26825.0
557.3056189298843,26881.0
558.8880291679825,27105.0
560.4710747510209,26824.0
562.0547557698087,26976.0
563.6390723149341,26647.0
565.2250977808915,26166.0
566.8117598148264,26553.0
568.3990585068152,26396.0
569.9869939467007,26607.0
571.5766412517964,26041.0
573.1658508870507,26223.0
574.756773428391,26460.0
576.3483339372082,25662.0
577.9416092554629,26785.0
579.5355235819677,26089.0
581.128999388538,25797.0
582.7252696137459,25609.0
584.3211014954388,25495.0
585.9175727382169,25700.0
587.5157627747308,25916.0
589.1145932119038,25465.0
590.7140641370431,25646.0
592.3152562800524,25081.0
593.9170899504481,25557.0
595.5195652349962,25805.0
597.1226822202096,25151.0
598.7264409923612,25173.0
600.3319244457286,24924.0
601.936967482796,25028.0
603.5448199144992,25236.0
605.1522321010775,24648.0
606.7602873694859,24934.0
608.3700707812754,24887.0
609.9804983124341,24207.0
611.591570047605,24442.0
613.2043723504357,24395.0
614.8167331808004,24256.0
616.4308256157415,24257.0
618.0455634598159,24088.0
619.6620348143026,24044.0
621.2780641618035,24051.0
622.8958280559887,24223.0
