x,y
406.4870134285019,49976.0
407.98443361633343,45257.0
409.4824599737313,44837.0
410.98212351147106,44848.0
412.4813629419395,44473.0
413.982240598178,45392.0
415.4837256804654,45848.0
416.98581829400524,45968.0
418.4895515364819,47300.0
419.993893355837,48698.0
421.4988438569673,48641.0
423.00440314459155,49133.0
424.5105713232551,50453.0
426.01838358105744,50609.0
427.5268057754897,50396.0
429.03583801078025,50781.0
430.5465167311955,50620.0
432.05676977904426,51105.0
433.56867035775736,50362.0
435.0811822308412,50083.0
436.5953435191334,50471.0
438.1090787108557,50452.0
439.6244643636548,50148.0
441.14046256344534,49963.0
442.6570734132613,50306.0
444.17533713261446,49278.0
445.69317401091683,50056.0
447.21266480450197,48967.0
448.73381087720986,49775.0
450.25452999593045,49528.0
451.7769054398268,49373.0
453.2998959330499,48902.0
454.8235015775648,48876.0
456.3477224751552,48774.0
457.8736026317125,49183.0
459.4000990872155,48861.0
460.92721194309144,48804.0
462.45494130057506,49283.0
463.9832872607122,48977.0
465.5132959375255,48186.0
467.04392226265026,47982.0
468.5762131947171,48261.0
470.10807554064684,48018.0
471.64160353942515,47186.0
473.1757504334006,47974.0
474.71051632267853,46875.0
476.2459013071762,46721.0
477.78295488143635,46622.0
479.32062859654553,46368.0
480.8589225520354,46445.0
482.39783684724193,46209.0
483.938422670172,45728.0
485.47857836562883,45496.0
487.02145857086725,45746.0
488.56390884631725,45079.0
490.1069808032934,45402.0
491.6517277494587,45472.0
493.19709742239075,44466.0
494.74308992023106,44502.0
496.2907598242999,44941.0
497.83799869028877,44418.0
499.3869160076406,44676.0
500.93645739050453,43765.0
502.48767912003444,44240.0
504.038469350954,44035.0
505.59094097354864,43711.0
507.14403790088727,43004.0
508.6977602296601,43754.0
510.25316636869707,43142.0
511.80919895402053,43180.0
513.3658580819015,42875.0
514.9231438483976,42388.0
516.4810563493581,42599.0
518.0406561246295,42496.0
519.6008836787428,41827.0
521.161739107107,41614.0
522.7232225049197,41489.0
524.286396119262,41613.0
