x,y
397.56279548078044,60654.0
399.0499868117929,62967.0
400.53782095054044,63346.0
402.0273219302836,63841.0
403.5164424269842,63752.0
405.0072308493078,64024.0
406.4986633638491,63937.0
407.99074007010756,63961.0
409.48448721403463,64011.0
410.9788796341676,64049.0
412.47391742956825,63988.0
413.96960069908016,64005.0
415.4659295413337,64046.0
416.9639324184784,64094.0
418.4625819523885,64056.0
419.9618782412441,64019.0
421.462851078835,64109.0
422.96344161530544,64092.0
424.4657097843367,64125.0
425.9686259876005,64117.0
427.4732217960774,64087.0
428.9774348040587,64145.0
430.4833285008556,64150.0
431.98987150957555,64112.0
433.4970639268116,64162.0
435.00593954798194,64139.0
436.51443151637943,64152.0
438.02460777174167,64118.0
439.5364697468758,64148.0
441.0479479112423,64164.0
442.5611128784484,64171.0
444.07492970790815,64162.0
445.5893984947845,64180.0
447.1045193340169,64164.0
448.62133003374106,64147.0
450.1387938682449,64160.0
451.65691093196995,64177.0
453.17568131912253,64164.0
454.69510512367765,64197.0
456.21622238761006,64166.0
457.7379941506874,64179.0
459.26146134977637,64186.0
460.78454283881604,64190.0
462.30932084557537,64199.0
463.8347546195936,64190.0
465.36084425357376,64206.0
466.88758983998696,64183.0
468.4160350024208,64192.0
469.94513719823703,64172.0
471.4748965193743,64174.0
473.00531305753213,64208.0
474.537432230277,64201.0
476.0691639253653,64192.0
477.60364555951685,64198.0
479.1377398980818,64200.0
480.6724928069176,64196.0
482.2089519488536,64202.0
483.7460707407346,64203.0
485.28384927267734,64204.0
486.8233365565179,64177.0
488.36243528781245,64219.0
489.90324385017095,64193.0
491.44471341093504,64187.0
492.98789478221124,64233.0
494.5306870571154,64224.0
496.07519222116446,64199.0
497.62035963978633,64218.0
499.16618940120395,64225.0
500.7137345707047,64189.0
502.26194316106364,64197.0
503.8108152599293,64215.0
505.3603509546897,64238.0
506.91055033247835,64236.0
508.4624687150573,64207.0
510.01505185772817,64214.0
511.5682998470263,64248.0
513.1222127692289,64238.0
514.6778477536564,64186.0
516.2341487474115,64205.0
517.7911158361649,64218.0
519.3487491053212,64223.0
520.9070486400223,64262.0
522.4670738317484,61276.0
524.0277663643575,58625.0
525.5891263223762,55264.0
527.1522144563703,51948.0
528.7159710908226,49107.0
530.2793347361402,47278.0
531.8454901963967,46277.0
533.4112528344953,47055.0
534.9776843070088,47223.0
536.545848085555,48064.0
538.1146817719688,49027.0
539.6852497462642,49445.0
541.2554239497695,49730.0
542.8273335142625,50110.0
544.3999142239549,50156.0
545.973166160349,50759.0
547.5470894046827,50554.0
549.1227510640532,50543.0
550.699085103213,50731.0
552.2760916027227,50833.0
553.8537706428718,50985.0
555.4331911514822,50893.0
557.013285271727,50654.0
558.594053083212,51242.0
560.1754946652587,51163.0
561.7586807684991,50746.0
563.3414705845107,50981.0
564.9260059913609,50713.0
566.5112163958047,51226.0
568.0981743730451,50618.0
569.6858084170618,50941.0
571.2730451946456,51403.0
572.8631050157051,51511.0
574.4527677247528,51367.0
576.0431068094157,51103.0
577.6351975853747,51431.0
579.2279658042129,51028.0
580.8214115419818,50798.0
582.4166114864546,50786.0
584.0124900165976,50737.0
585.6090472077411,50767.0
587.20628313491,50125.0
588.804197872836,49985.0
590.403870398328,49946.0
592.0031434389361,49643.0
593.6052551511854,49192.0
595.2069675262258,48502.0
596.8093599982855,48714.0
598.4135138359918,49060.0
600.018348834331,48898.0
601.6238650659312,48418.0
603.2311451761911,47730.0
604.8380245501512,48599.0
606.4466688652507,47556.0
608.0559956199685,47534.0
609.6670892968389,47980.0
611.2777816038803,47979.0
612.8902418943908,47360.0
614.5033858275268,46644.0
616.1172134734402,45694.0
617.7328116136532,46117.0
619.3490945267474,45024.0
620.9649746492721,44227.0
622.5837149486539,43998.0
624.2020525952204,43170.0
625.8221643052814,43039.0
627.4418725774603,42595.0
629.064445908206,41771.0
630.6866159365612,41350.0
632.3094722059714,40965.0
